UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
GO;TERESINA DE GOIAS;745;384;0;22;0;79;23;0;1;4;174;16;2;0;31;0;0;0;0;0;0;9
GO;TEREZOPOLIS DE GOIAS;3777;1817;0;164;38;371;84;0;7;12;747;204;29;0;237;35;0;1;0;0;0;31
GO;TRES RANCHOS;1742;844;0;41;11;228;40;0;4;12;321;81;7;0;124;10;0;0;0;0;0;19
GO;TRINDADE;84321;38481;0;1770;356;5888;1861;4;1335;118;22569;6385;217;0;4406;424;1;21;0;0;29;456
GO;TROMBAS;1856;566;0;47;5;216;19;0;13;6;756;144;12;0;62;7;1;0;0;0;0;2
GO;TURVANIA;3121;1349;0;93;36;367;59;0;26;7;737;135;14;0;222;60;0;0;0;0;0;16
GO;TURVELANDIA;2160;983;0;116;73;243;47;0;7;12;280;82;31;0;93;181;0;0;0;1;1;10
GO;UIRAPURU;1237;562;0;29;1;148;31;0;4;8;348;44;8;0;50;2;0;0;0;0;0;2
GO;URUACU;35806;13159;0;884;541;3307;636;0;370;49;8003;4693;113;0;2709;1036;0;3;0;7;11;285
GO;URUANA;10420;4236;0;359;21;1334;167;0;91;19;2475;1069;25;0;547;26;0;0;0;0;2;49
GO;URUTAI;1783;850;0;37;1;254;45;0;49;3;372;80;12;0;69;3;0;0;0;0;0;8
GO;VALPARAISO DE GOIAS;42657;21043;0;830;128;2644;1400;0;90;253;7798;948;258;0;6726;186;0;22;0;2;17;312
GO;VARJAO;2524;1051;0;82;3;338;50;0;15;6;743;114;9;0;101;7;0;0;0;0;1;4
GO;VIANOPOLIS;12784;5593;0;747;276;1951;357;0;61;55;1995;466;101;0;619;454;0;1;0;1;3;104
GO;VICENTINOPOLIS;6331;2334;0;221;263;697;84;0;25;8;1209;517;108;0;390;438;0;2;0;0;0;35
GO;VILA BOA;1049;466;0;61;7;112;20;0;1;5;242;40;41;0;34;18;0;0;0;0;0;2
GO;VILA PROPICIO;1388;605;0;78;10;230;33;0;1;20;252;33;29;0;77;9;0;0;0;0;1;10
MA;ACAILANDIA;54315;12971;0;1855;478;4833;747;0;515;149;22057;8110;468;0;1027;780;1;12;0;17;35;260
MA;AFONSO CUNHA;836;87;0;15;0;56;2;0;0;2;587;71;11;0;1;1;0;0;0;0;0;3
MA;AGUA DOCE DO MARANHAO;821;81;0;10;0;71;12;0;0;6;581;42;11;0;2;2;0;0;0;0;0;3
MA;ALCANTARA;2528;459;0;53;2;224;36;0;0;38;1482;152;69;0;0;3;0;1;0;0;0;9
MA;ALDEIAS ALTAS;3750;536;0;49;1;192;13;0;1;6;2533;325;34;0;49;4;0;0;0;0;1;6
MA;ALTAMIRA DO MARANHAO;1780;250;0;29;1;136;6;0;0;4;1114;223;4;0;3;2;0;0;0;0;0;8
MA;ALTO ALEGRE DO MARANHAO;5358;950;0;91;26;282;32;0;12;34;3179;634;3;0;51;35;0;0;0;0;0;29
MA;ALTO ALEGRE DO PINDARE;4785;553;0;53;1;300;23;0;3;17;3601;203;14;0;9;1;0;0;0;0;0;7
MA;ALTO PARNAIBA;3196;270;0;119;30;397;54;0;0;7;1678;515;14;0;29;64;0;0;0;0;0;19
MA;AMAPA DO MARANHAO;1102;167;0;42;3;85;10;0;0;3;686;81;7;0;4;8;0;0;0;0;0;6
MA;AMARANTE DO MARANHAO;9974;879;0;153;2;812;53;0;8;14;6971;1006;12;0;46;2;0;1;0;0;1;14
MA;ANAJATUBA;4854;791;0;54;4;244;36;0;3;11;3197;450;16;0;22;4;0;0;0;0;0;22
MA;ANAPURUS;2785;627;0;76;49;348;35;0;0;2;1250;240;26;0;24;78;0;0;0;0;0;30
MA;APICUM-ACU;1529;252;0;19;2;162;14;0;0;12;810;248;5;0;2;0;0;0;0;0;0;3
MA;ARAGUANA;1800;334;0;25;2;140;6;0;2;1;1138;124;11;0;12;1;0;0;0;0;0;4
MA;ARAIOSES;2268;157;0;32;2;95;9;0;0;6;1623;159;29;0;144;8;0;0;0;0;0;4
MA;ARAME;6981;509;0;133;4;527;37;0;9;10;4887;806;7;0;20;11;0;0;0;0;0;21
MA;ARARI;8491;1194;0;111;6;416;71;0;34;20;4983;1574;14;0;35;6;0;0;0;0;0;27
MA;AXIXA;2776;384;0;40;1;206;15;0;1;8;1941;151;17;0;4;0;0;0;0;0;2;6
MA;BACABAL;49107;8414;0;1444;93;2637;427;0;391;123;26478;7985;110;0;506;148;2;2;0;0;12;335
MA;BACABEIRA;4209;1307;0;168;60;337;62;0;10;14;1548;426;114;0;57;81;0;2;0;0;0;23
MA;BACURI;1433;266;0;24;0;115;23;0;1;9;777;201;9;0;0;0;0;0;0;0;0;8
MA;BACURITUBA;891;55;0;11;0;42;3;0;0;0;699;72;6;0;0;0;0;1;0;0;0;2
MA;BALSAS;76637;14593;0;2615;1575;7717;752;0;130;132;31150;11782;280;0;1927;3327;4;9;0;9;8;627
MA;BARAO DE GRAJAU;3163;399;0;92;7;242;18;0;2;7;1900;387;14;0;79;11;0;0;0;0;1;4
MA;BARRA DO CORDA;39450;5017;0;887;69;2906;349;0;44;57;24719;4800;49;0;273;87;0;0;0;0;5;188
MA;BARREIRINHAS;11836;1181;0;128;15;1967;198;0;61;18;7056;974;33;0;44;21;0;0;0;0;5;135
MA;BELA VISTA DO MARANHAO;3352;701;0;71;7;210;13;0;5;4;2047;233;5;0;43;5;0;0;0;0;1;7
MA;BELAGUA;537;108;0;4;0;77;6;0;0;7;300;28;3;0;1;0;0;0;0;0;0;3
MA;BENEDITO LEITE;362;57;0;10;0;52;7;0;0;6;207;15;2;0;5;0;0;0;0;0;0;1
MA;BEQUIMAO;3752;522;0;107;5;232;33;0;3;20;2318;471;18;0;3;10;0;0;0;0;0;10
MA;BERNARDO DO MEARIM;2100;175;0;40;1;123;8;0;3;2;1422;304;6;0;11;3;0;0;0;0;0;2
MA;BOA VISTA DO GURUPI;829;194;0;12;0;65;7;0;0;6;492;43;4;0;2;0;0;0;0;0;0;4
MA;BOM JARDIM;8668;1042;0;246;42;490;36;0;2;10;6061;568;21;0;76;43;0;1;0;0;3;27
MA;BOM JESUS DAS SELVAS;6483;855;0;179;10;469;48;0;6;9;4390;430;20;0;45;14;0;0;0;0;1;7
MA;BOM LUGAR;3117;401;0;38;0;257;17;0;0;15;2187;157;15;0;11;2;0;0;0;0;0;17
MA;BREJO;4468;977;0;101;40;452;37;0;2;22;2308;351;19;0;42;91;0;0;0;0;1;25
MA;BREJO DE AREIA;2011;69;0;31;0;123;3;0;0;6;1633;133;8;0;4;0;0;0;0;0;0;1
MA;BURITI;4355;469;0;49;4;227;21;0;4;11;3119;398;22;0;13;9;0;0;0;0;0;9
MA;BURITI BRAVO;4433;514;0;64;2;291;37;0;5;12;3135;327;13;0;13;4;0;0;0;0;2;14
MA;BURITICUPU;22372;2971;0;564;65;1427;105;0;30;72;14675;2077;47;0;140;128;0;3;0;0;3;65
MA;BURITIRANA;3150;411;0;39;4;236;24;0;10;8;2150;236;5;0;22;0;0;0;0;0;0;5
MA;CACHOEIRA GRANDE;1013;172;0;11;0;112;5;0;0;2;673;18;14;0;1;0;0;0;0;0;0;5
MA;CAJAPIO;1374;174;0;11;0;55;7;0;0;2;1031;85;4;0;1;0;0;0;0;0;2;2
MA;CAJARI;2005;276;0;13;3;112;12;0;0;3;1494;69;6;0;8;2;0;0;0;0;0;7
MA;CAMPESTRE DO MARANHAO;3890;876;0;49;6;296;31;0;4;20;2042;332;58;0;168;4;0;0;0;0;0;4
MA;CANDIDO MENDES;1637;136;0;24;0;95;20;0;0;6;1238;107;5;0;2;0;0;0;0;0;0;4
MA;CANTANHEDE;2650;504;0;40;1;162;21;0;3;4;1574;311;9;0;5;0;0;0;0;0;0;16
MA;CAPINZAL DO NORTE;3173;468;0;38;9;168;14;0;1;22;2149;269;5;0;16;3;0;0;0;0;2;9
MA;CAROLINA;9423;1821;0;172;10;966;120;0;6;10;4225;1772;23;0;181;12;0;3;0;0;1;101
MA;CARUTAPERA;3102;345;0;55;1;181;22;0;0;28;2045;382;12;0;21;0;0;0;0;0;0;10
MA;CAXIAS;64890;12338;0;1031;138;3235;581;0;236;86;38124;8006;208;0;416;203;6;1;0;0;13;268
MA;CEDRAL;1451;211;0;18;0;116;14;0;0;3;888;189;7;0;0;0;0;0;0;0;0;5
MA;CENTRAL DO MARANHAO;816;139;0;16;0;73;5;0;0;6;501;70;4;0;1;0;0;0;0;0;0;1
MA;CENTRO DO GUILHERME;1676;240;0;31;2;113;4;0;0;0;1185;79;10;0;8;0;0;0;0;0;1;3
MA;CENTRO NOVO DO MARANHAO;2481;432;0;53;2;217;19;0;0;6;1652;69;11;0;4;2;0;1;0;0;1;12
MA;CHAPADINHA;27364;4447;0;457;53;1727;301;0;104;34;15455;4326;79;0;121;65;0;1;0;0;2;192
MA;CIDELANDIA;4205;710;0;84;8;325;25;0;5;8;2349;567;22;0;79;15;0;1;0;0;1;6
MA;CODO;41814;4592;0;860;105;1395;212;0;99;37;28352;5637;75;0;143;200;0;2;0;1;6;98
MA;COELHO NETO;12909;1334;0;152;8;471;73;0;11;23;9009;1701;52;0;34;10;0;0;0;0;5;26
MA;COLINAS;11734;1459;0;243;34;846;82;0;3;35;7803;965;44;0;69;83;0;1;0;0;0;67
MA;CONCEICAO DO LAGO-ACU;1701;254;0;28;0;149;10;0;3;5;1152;88;3;0;8;0;0;0;0;0;0;1
MA;COROATA;13079;2033;0;266;15;668;128;0;48;71;8239;1436;41;0;54;16;0;0;0;0;2;62
MA;CURURUPU;4141;567;0;53;1;266;50;1;3;13;2679;479;13;0;2;2;0;0;0;0;6;6
MA;DAVINOPOLIS;4015;855;0;132;4;179;38;0;128;6;2048;527;9;0;63;10;0;0;0;0;0;16
MA;DOM PEDRO;10665;1566;0;434;46;903;51;0;12;14;5793;1584;41;0;80;107;0;0;0;0;3;31
MA;DUQUE BACELAR;1223;166;0;12;0;78;9;0;1;3;852;83;9;0;0;0;0;0;0;0;1;9
MA;ESPERANTINOPOLIS;6664;497;0;86;5;264;22;0;2;29;5063;650;8;0;6;3;0;0;0;0;1;28
MA;ESTREITO;16139;2902;0;372;149;1419;153;0;16;38;7642;2758;63;0;303;221;0;4;0;0;1;98
MA;FEIRA NOVA DO MARANHAO;1843;285;0;34;1;220;17;0;0;1;1132;121;11;0;13;2;0;0;0;0;0;6
MA;FERNANDO FALCAO;1383;141;0;26;0;175;11;0;1;4;922;79;10;0;4;9;0;0;0;0;0;1
MA;FORMOSA DA SERRA NEGRA;5313;558;0;74;7;721;79;0;1;12;3449;337;13;0;34;11;0;1;0;0;0;16
MA;FORTALEZA DOS NOGUEIRAS;5239;784;0;148;19;532;44;0;0;16;2984;625;16;0;29;20;0;0;0;0;0;22
MA;FORTUNA;3721;490;0;56;0;366;29;0;2;24;2477;238;3;0;14;4;0;0;0;0;2;16
MA;GODOFREDO VIANA;1321;169;0;14;0;94;11;0;0;19;865;121;20;0;4;0;0;0;0;0;0;4
MA;GONCALVES DIAS;3745;647;0;101;7;275;22;0;4;12;2215;411;17;0;14;13;0;0;0;0;0;7
MA;GOVERNADOR ARCHER;2109;311;0;31;1;116;17;0;11;12;1368;222;9;0;7;0;0;0;0;0;0;4
MA;GOVERNADOR EDISON LOBAO;4743;1267;0;161;42;397;46;0;32;2;2206;411;28;0;90;49;0;1;0;0;0;11
MA;GOVERNADOR EUGENIO BARROS;3036;625;0;67;5;253;13;0;5;13;1768;241;23;0;3;9;0;0;0;0;1;10
MA;GOVERNADOR LUIZ ROCHA;1549;303;0;29;1;192;10;0;0;4;930;60;5;0;6;3;0;0;0;0;0;6
MA;GOVERNADOR NEWTON BELLO;2151;270;0;25;3;133;6;0;1;0;1594;97;6;0;10;2;0;0;0;0;0;4
MA;GOVERNADOR NUNES FREIRE;5206;1047;0;129;13;397;31;0;1;7;3011;492;9;0;28;14;0;0;0;0;0;27
MA;GRACA ARANHA;1708;338;0;25;2;143;9;0;3;6;983;183;5;0;2;2;0;0;0;0;0;7
MA;GRAJAU;27220;4357;0;770;238;2532;222;0;21;74;15148;3032;90;0;250;386;0;4;0;0;6;90
MA;GUIMARAES;1350;217;0;18;0;131;19;0;1;5;798;138;19;0;1;0;0;0;0;0;0;3
MA;HUMBERTO DE CAMPOS;1900;314;0;23;1;377;28;0;0;13;995;113;10;0;18;0;0;1;0;0;0;7
MA;ICATU;2224;380;0;36;5;208;21;1;1;4;1487;49;16;0;3;4;0;0;0;0;0;9
MA;IGARAPE DO MEIO;3179;619;0;68;4;170;17;0;0;6;2000;239;20;0;23;1;0;0;0;0;1;11
MA;IGARAPE GRANDE;3526;331;0;74;4;134;36;0;10;14;2446;441;14;0;5;6;0;0;0;0;1;10
MA;IMPERATRIZ;189353;55738;0;5020;1072;14935;3280;0;5398;349;66075;27567;645;0;5155;2419;7;33;0;2;68;1590
MA;ITAIPAVA DO GRAJAU;1710;217;0;38;0;160;8;0;0;14;1141;106;10;0;11;0;0;0;0;0;0;5
MA;ITAPECURU MIRIM;17833;3488;0;440;47;975;186;1;359;62;9432;2521;65;0;97;71;0;1;0;0;5;83
MA;ITINGA DO MARANHAO;10823;1626;0;198;134;660;57;0;12;7;5256;2378;26;0;188;228;1;2;0;0;13;37
MA;JATOBA;1152;206;0;10;0;156;9;0;0;5;670;72;18;0;2;0;0;0;0;0;0;4
MA;JENIPAPO DOS VIEIRAS;2349;259;0;69;1;266;10;0;1;8;1616;90;13;0;10;2;0;0;0;0;0;4
MA;JOAO LISBOA;8360;1784;0;153;16;621;94;0;167;10;4325;1024;24;0;100;13;0;2;0;0;1;26
MA;JOSELANDIA;4583;382;0;105;21;285;14;0;5;21;3211;481;10;0;11;32;0;0;0;0;0;5
MA;JUNCO DO MARANHAO;1006;218;0;18;0;58;4;0;1;15;631;51;4;0;4;1;0;0;0;0;0;1
MA;LAGO DA PEDRA;20602;1876;0;317;17;1068;98;0;19;72;14720;2222;29;0;82;18;0;0;0;0;2;62
MA;LAGO DO JUNCO;2111;249;0;20;2;112;14;0;0;2;1560;127;13;0;2;4;0;0;0;0;0;6
MA;LAGO DOS RODRIGUES;4311;378;0;53;16;202;12;0;3;11;3173;412;10;0;7;31;0;0;0;0;0;3
MA;LAGO VERDE;3295;516;0;36;1;199;11;0;0;2;2142;351;11;0;15;1;0;0;0;0;2;8
MA;LAGOA DO MATO;2366;190;0;34;0;161;13;0;0;4;1871;75;12;0;3;0;0;1;0;0;0;2
MA;LAGOA GRANDE DO MARANHAO;2180;177;0;52;0;167;13;0;0;6;1671;86;4;0;3;0;0;0;0;0;0;1
MA;LAJEADO NOVO;1949;343;0;27;2;231;13;0;0;11;1110;169;4;0;32;3;0;1;0;0;0;3
MA;LIMA CAMPOS;4483;576;0;109;13;192;27;0;19;37;2825;589;14;0;40;26;0;1;0;0;0;15
MA;LORETO;2291;331;0;42;16;244;13;0;0;13;1333;208;12;0;38;30;0;0;0;0;1;10
MA;LUIS DOMINGUES;921;97;0;10;0;63;9;0;0;2;636;95;3;0;3;1;0;0;0;0;0;2
MA;MAGALHAES DE ALMEIDA;1278;166;0;19;0;77;8;0;0;3;858;124;13;0;3;0;0;0;0;0;0;7
MA;MARACACUME;5328;849;0;100;8;365;42;0;3;65;3267;544;9;0;30;10;0;0;0;0;4;32
MA;MARAJA DO SENA;1102;27;0;20;2;82;6;0;0;0;932;20;2;0;3;5;0;0;0;0;0;3
MA;MARANHAOZINHO;2030;403;0;81;2;145;9;0;1;1;1220;128;7;0;19;8;0;0;0;0;0;6
MA;MATA ROMA;3103;672;0;65;2;298;47;0;3;6;1635;323;23;0;5;9;0;0;0;0;1;14
MA;MATINHA;4868;656;0;75;4;281;31;0;4;25;3229;517;13;0;11;4;0;0;0;0;1;17
MA;MATOES;3871;553;0;57;5;264;19;0;1;9;2622;279;28;0;11;8;0;0;0;0;1;14
MA;MATOES DO NORTE;941;248;0;17;5;64;11;0;2;5;493;69;6;0;7;10;0;0;0;0;0;4
MA;MILAGRES DO MARANHAO;464;110;0;15;0;61;8;0;0;4;229;20;10;0;2;0;0;0;0;0;0;5
MA;MIRADOR;2940;406;0;70;8;363;34;0;0;12;1838;153;5;0;10;22;0;0;0;0;1;18
MA;MIRANDA DO NORTE;4521;1231;0;162;16;415;55;0;15;15;2011;520;15;0;37;6;0;0;0;0;0;23
MA;MIRINZAL;2890;420;0;66;1;221;33;0;0;6;1715;398;7;0;7;2;0;0;0;0;1;13
MA;MONCAO;3510;452;0;46;1;193;26;0;3;14;2489;240;18;0;20;2;0;0;0;0;0;6
MA;MONTES ALTOS;2338;443;0;46;0;231;18;0;1;4;1393;163;7;0;22;0;0;0;0;0;0;10
MA;MORROS;3054;426;0;47;2;341;28;0;2;5;2016;138;15;0;16;0;0;0;0;0;2;16
MA;NINA RODRIGUES;1229;196;0;22;4;94;11;0;1;4;788;93;8;0;3;3;0;0;0;0;0;2
MA;NOVA COLINAS;1303;220;0;25;1;143;6;0;0;7;753;109;20;0;11;8;0;0;0;0;0;0
MA;NOVA IORQUE;712;128;0;14;0;82;4;0;0;3;402;63;2;0;12;1;0;0;0;0;0;1
MA;NOVA OLINDA DO MARANHAO;3194;592;0;85;5;204;16;0;1;15;1921;312;8;0;24;3;0;0;0;0;0;8
MA;OLHO D'AGUA DAS CUNHAS;6571;876;0;80;1;358;33;0;2;17;3995;1077;21;0;87;5;0;0;0;0;0;19
MA;OLINDA NOVA DO MARANHAO;2086;298;0;42;2;188;32;0;0;4;1412;85;12;0;6;2;0;0;0;0;0;3
MA;PACO DO LUMIAR;37834;15839;0;647;42;2690;836;1;250;135;13879;2527;230;0;235;69;2;2;0;1;14;435
MA;PALMEIRANDIA;2955;376;0;27;5;177;17;0;0;3;2046;274;12;0;5;6;0;0;0;0;0;7
MA;PARAIBANO;6766;752;0;106;10;377;22;0;1;30;4600;795;9;0;27;12;0;0;0;0;0;25
MA;PARNARAMA;3675;542;0;114;5;361;12;0;2;8;2254;317;22;0;12;11;0;0;0;0;1;14
MA;PASSAGEM FRANCA;4210;427;0;59;3;311;21;0;1;11;3099;233;10;0;20;6;0;0;0;0;0;9
MA;PASTOS BONS;5760;888;0;181;51;468;36;0;1;18;3158;732;11;0;64;114;0;1;0;0;2;35
MA;PAULINO NEVES;1014;144;0;7;4;283;24;0;3;4;464;40;13;0;9;3;0;1;0;0;0;15
MA;PAULO RAMOS;6257;600;0;81;6;326;20;0;1;9;4711;456;9;0;16;4;0;0;0;0;0;18
MA;PEDREIRAS;23197;3142;0;412;145;1162;147;0;120;91;13083;4271;51;0;168;263;0;1;0;1;5;135
MA;PEDRO DO ROSARIO;3143;293;0;36;1;166;13;0;1;3;2427;186;10;0;2;0;0;0;0;0;0;5
MA;PENALVA;4144;550;0;55;0;222;49;0;1;4;2988;244;6;0;7;0;0;0;0;0;1;17
MA;PERI MIRIM;2371;342;0;35;1;118;20;0;0;12;1570;247;12;0;6;2;0;1;0;0;0;5
MA;PERITORO;5614;951;0;75;31;246;48;0;16;90;3465;577;16;0;47;44;0;0;0;0;0;8
MA;PINDARE MIRIM;8325;1557;0;136;14;358;82;0;21;23;5108;879;27;0;57;21;0;0;0;0;9;33
MA;PINHEIRO;31743;5263;0;585;53;1844;277;0;18;59;17395;5775;115;0;98;82;0;1;0;0;11;167
MA;PIO XII;7286;1085;0;129;5;477;42;0;8;10;4430;1006;13;0;48;9;0;0;0;0;3;21
MA;PIRAPEMAS;1924;349;0;23;1;120;13;0;2;5;1318;76;7;0;2;2;0;0;0;0;1;5
MA;POCAO DE PEDRAS;6309;500;0;61;5;247;26;0;5;19;4820;588;8;0;5;13;0;0;0;0;2;10
MA;PORTO FRANCO;8968;2049;0;177;88;750;114;0;6;31;3857;1457;21;0;225;156;0;2;0;0;1;34
MA;PORTO RICO DO MARANHAO;828;113;0;7;0;69;5;0;0;3;556;72;3;0;0;0;0;0;0;0;0;0
MA;PRESIDENTE DUTRA;22847;4274;0;645;89;1853;203;0;124;41;11653;3467;39;0;144;134;0;1;0;1;8;171
MA;PRESIDENTE JUSCELINO;1354;287;0;23;3;106;13;0;0;3;842;62;5;0;4;4;0;0;0;0;0;2
MA;PRESIDENTE MEDICI;1192;221;0;25;2;86;9;0;0;7;780;52;3;0;4;0;0;0;0;0;0;3
MA;PRESIDENTE SARNEY;2787;217;0;19;0;147;7;0;0;9;1999;373;12;0;0;0;0;0;0;0;0;4
MA;PRESIDENTE VARGAS;1688;353;0;29;1;90;15;0;9;5;1060;116;7;0;2;0;0;0;0;0;0;1
MA;PRIMEIRA CRUZ;378;47;0;3;0;118;7;0;0;5;178;10;5;0;3;0;0;0;0;0;0;2
MA;RAPOSA;7551;2095;0;171;13;624;131;1;42;7;3436;861;65;0;30;21;0;0;0;0;1;53
MA;RIACHAO;6479;1017;0;140;21;580;42;0;1;32;3640;811;42;0;76;53;0;0;0;0;1;23
MA;RIBAMAR FIQUENE;1836;413;0;37;10;167;20;0;4;5;968;132;8;0;54;15;0;0;0;0;1;2
MA;ROSARIO;9227;2184;0;252;19;514;89;0;23;44;4327;1597;59;0;54;25;0;2;0;0;2;36
MA;SAMBAIBA;1650;140;0;32;103;136;5;0;0;10;642;99;23;0;58;397;0;0;0;0;0;5
MA;SANTA FILOMENA DO MARANHAO;1489;230;0;13;0;194;16;0;0;7;903;112;6;0;5;0;0;1;0;0;0;2
MA;SANTA HELENA;6642;1123;0;129;6;557;70;0;2;14;3457;1204;34;0;17;4;0;0;0;0;2;23
MA;SANTA INES;42215;9412;0;933;76;2927;395;0;120;180;21215;5783;147;0;614;91;0;2;0;1;19;300
MA;SANTA LUZIA;17360;2246;0;333;14;1252;107;0;6;103;10631;2486;26;0;75;13;0;3;0;0;1;64
MA;SANTA LUZIA DO PARUA;7115;1222;0;140;8;480;53;0;6;17;4408;690;16;0;35;8;0;0;0;0;2;30
MA;SANTA QUITERIA DO MARANHAO;3389;586;0;50;1;402;42;0;1;7;1891;353;24;0;9;1;0;0;0;0;1;21
MA;SANTA RITA;10200;1999;0;208;13;542;79;0;10;15;5831;1358;27;0;66;7;0;1;0;0;0;44
MA;SANTANA DO MARANHAO;692;102;0;13;0;127;8;0;1;4;387;36;9;0;3;0;0;0;0;0;0;2
MA;SANTO AMARO DO MARANHAO;912;99;0;11;0;415;20;0;0;6;330;11;5;0;2;0;0;2;0;0;0;11
MA;SANTO ANTONIO DOS LOPES;4935;607;0;156;26;397;38;0;3;18;3001;627;15;0;22;8;0;1;0;1;0;15
MA;SAO BENEDITO DO RIO PRETO;2107;412;0;20;2;291;35;0;0;10;1080;228;10;0;5;0;0;0;0;0;0;14
MA;SAO BENTO;8520;1243;0;169;8;445;71;0;2;50;5578;881;27;0;9;17;0;0;0;0;0;20
MA;SAO BERNARDO;3966;655;0;97;14;288;31;0;1;6;2429;360;27;0;18;16;0;0;0;0;3;21
MA;SAO DOMINGOS DO AZEITAO;2292;245;0;82;159;238;4;0;1;8;901;132;4;0;165;335;0;1;0;0;1;16
MA;SAO DOMINGOS DO MARANHAO;11947;1945;0;330;89;1391;125;0;6;12;6673;1033;29;0;59;203;0;0;0;0;1;51
MA;SAO FELIX DE BALSAS;521;102;0;12;0;85;7;0;0;3;259;37;3;0;10;1;0;0;0;0;0;2
MA;SAO FRANCISCO DO BREJAO;2403;448;0;74;1;237;18;0;6;4;1348;196;18;0;46;0;0;0;0;0;0;7
MA;SAO FRANCISCO DO MARANHAO;538;83;0;15;1;74;4;0;0;3;310;14;5;0;0;22;0;0;0;0;0;7
MA;SAO JOAO BATISTA;3360;388;0;42;6;179;21;0;1;7;2557;121;12;0;1;13;0;0;0;0;0;12
MA;SAO JOAO DO CARU;1878;135;0;36;1;129;4;0;0;4;1525;34;3;0;4;0;0;0;0;0;0;3
MA;SAO JOAO DO PARAISO;3283;466;0;76;3;460;36;0;1;4;1810;354;14;0;41;2;0;0;0;0;1;15
MA;SAO JOAO DO SOTER;2328;342;0;47;5;140;12;0;0;7;1568;177;15;0;3;8;0;1;0;0;0;3
MA;SAO JOAO DOS PATOS;12948;1873;0;253;22;854;79;0;3;21;8345;1291;12;0;99;24;0;0;0;0;0;72
MA;SAO JOSE DE RIBAMAR;59833;23237;0;962;64;4269;1454;0;435;189;23350;4152;528;0;353;92;0;4;0;3;9;732
MA;SAO JOSE DOS BASILIOS;1630;202;0;15;0;176;13;0;0;4;1121;91;5;0;2;0;0;0;0;0;0;1
MA;SAO LUIS;479914;225514;0;12301;2265;43923;16428;59;2147;1547;131672;20437;4973;2;4894;3103;15;69;0;51;131;10383
MA;SAO LUIS GONZAGA DO MARANHAO;4400;626;0;43;1;246;28;0;2;10;3189;221;17;0;12;0;0;0;0;0;0;5
MA;SAO MATEUS DO MARANHAO;12103;1907;0;171;28;640;109;1;29;60;6857;2080;28;0;93;51;0;0;0;0;1;48
MA;SAO PEDRO DA AGUA BRANCA;2896;411;0;35;6;164;14;0;25;9;1615;570;9;0;29;0;0;1;0;0;0;8
MA;SAO PEDRO DOS CRENTES;1446;177;0;68;6;239;17;0;0;1;800;116;6;0;6;8;0;0;0;0;0;2
MA;SAO RAIMUNDO DAS MANGABEIRAS;6493;1190;0;196;42;542;51;0;7;25;3111;1018;78;0;85;89;0;0;0;2;2;55
MA;SAO RAIMUNDO DO DOCA BEZERRA;1113;96;0;26;0;78;4;0;0;5;833;65;4;0;1;0;0;0;0;0;0;1
MA;SAO ROBERTO;1471;101;0;18;0;61;2;0;0;7;1204;71;4;0;1;0;0;0;0;0;0;2
MA;SAO VICENTE FERRER;2997;395;0;51;6;159;25;0;0;2;2131;201;7;0;7;6;0;0;0;0;0;7
MA;SATUBINHA;1506;227;0;26;0;132;2;0;1;6;1029;65;4;0;8;0;0;1;0;0;2;3
MA;SENADOR ALEXANDRE COSTA;1838;314;0;31;5;128;15;0;0;10;1188;123;10;0;5;7;0;0;0;0;0;2
MA;SENADOR LA ROCQUE;6363;863;0;92;5;495;48;0;11;4;4298;488;6;0;36;8;0;0;0;0;2;7
MA;SERRANO DO MARANHAO;594;85;0;5;0;50;3;0;0;2;390;46;9;0;1;0;0;0;0;0;0;3
MA;SITIO NOVO;4967;633;0;104;4;589;43;0;2;18;2987;517;17;0;33;7;0;2;0;0;1;10
MA;SUCUPIRA DO NORTE;1819;246;0;42;2;172;4;0;0;7;1229;88;9;0;5;1;0;0;0;0;0;14
MA;SUCUPIRA DO RIACHAO;1215;151;0;15;4;90;2;0;0;10;849;57;8;0;14;10;0;0;0;0;1;4
MA;TASSO FRAGOSO;2627;351;0;107;27;270;16;0;0;13;1314;415;10;0;28;70;0;0;0;0;1;5
MA;TIMBIRAS;4493;572;0;60;6;168;18;0;9;5;2941;676;11;0;4;10;0;0;0;0;1;12
MA;TIMON;61553;11770;0;952;107;2630;492;1;1122;61;36896;6566;233;0;353;155;1;3;0;0;33;178
MA;TRIZIDELA DO VALE;10581;1124;0;197;56;439;48;0;74;42;6409;1955;19;0;84;105;0;1;0;0;0;28
MA;TUFILANDIA;1126;226;0;18;0;81;4;0;0;4;736;49;2;0;5;0;0;0;0;0;0;1
MA;TUNTUM;9842;1381;0;200;8;833;79;0;2;17;5744;1485;21;0;38;4;0;0;0;0;2;28
MA;TURIACU;3993;435;0;50;1;339;25;0;0;8;2795;301;11;0;11;0;0;0;0;0;0;17
MA;TURILANDIA;2681;479;0;23;0;171;19;0;0;6;1563;407;5;0;3;0;0;0;0;0;0;5
